Key,Type,Desc,English,Korean,Japanese,German,Spanish,Portuguese (Brazil),Vietnamese,Russian,Indonesian,Thai,French,$Arabic,Hindi,Turkish
Golden Steak,Text,,Golden Steak,골든 스테이크,ゴールデンステーキ,Goldenes Steak,Filete dorado,Bife dourado,Bít tết vàng,Золотой стейк,Steak emas,สเต็กทอง,Steak doré,شريحة ذهبية,सुनहरा स्टेक,Altın Biftek
Golden profile picture frame and golden user name,Text,,Golden profile picture frame and golden user name,황금 프로필 사진 프레임과 황금 사용자 이름,ゴールドのプロフィール画像フレームとゴールドのユーザー名,Goldener Profilbildrahmen und goldener Benutzername,Marco dorado para la foto de perfil y nombre de usuario dorado,Moldura dourada para foto de perfil e nome de usuário dourado,Khung ảnh đại diện vàng và tên người dùng vàng,Золотая рамка для аватара и золотое имя пользователя,Bingkai foto profil emas dan nama pengguna emas,กรอบรูปโปรไฟล์สีทองและชื่อผู้ใช้สีทอง,Cadre doré de photo de profil et nom d’utilisateur doré,إطار صورة الملف الشخصي الذهبي واسم المستخدم الذهبي,स्वर्ण प्रोफ़ाइल चित्र फ्रेम और स्वर्ण उपयोगकर्ता नाम,Altın profil çerçevesi ve altın kullanıcı adı
Good!,Text,,Good!,좋아!,いいね！,Gut!,¡Bien!,Bom!,Tốt!,Хорошо!,Bagus!,ดี!,Bien !,جيد!,अच्छा!,İyi!
Gopchang,Text,,Gopchang,곱창,ホルモン焼き,Gopchang,Intestinos a la parrilla,Gopchang,Lòng nướng,Гопчхан,Gopchang,ก๊อบชัง,Gopchang,جوبتشانغ,गोपचांग,Gopchang
Grand Prize,Text,,Grand Prize,그랜드 프라이즈,グランド賞,Hauptpreis,Gran premio,Grande prêmio,Giải thưởng lớn,Главный приз,Hadiah utama,รางวัลใหญ่,Grand prix,الجائزة الكبرى,ग्रैंड पुरस्कार,Büyük Ödül
Gray_Outline_Shadow,Material,,HVD Fonts  MikadoBlack SDF Gray Outline Shadow,KO_JALNANGOTHICTTF SDF Gray Outline Shadow,JP_FUTEHODO-MARUGOTHIC SDF Gray Outline Shadow,HVD Fonts  MikadoBlack SDF Gray Outline Shadow,HVD Fonts  MikadoBlack SDF Gray Outline Shadow,HVD Fonts  MikadoBlack SDF Gray Outline Shadow,HVD Fonts  MikadoBlack SDF Gray Outline Shadow,movavi-grotesque Gray Outline Shadow,HVD Fonts  MikadoBlack SDF Gray Outline Shadow,NOTOSANSTHAI-EXTRABOLD SDF Gray Outline Shadow,HVD Fonts  MikadoBlack SDF Gray Outline Shadow,AligarhArabicFREEPERSONALUSE-Black SDF Gray Outline Shadow,BakbakOne-Regular SDF Gray Outline Shadow,NOTOSANSTHAI-EXTRABOLD SDF Gray Outline Shadow
Green_Outline_Shadow,Material,,HVD Fonts  MikadoBlack SDF Green Outline Shadow,KO_JALNANGOTHICTTF SDF Green Outline Shadow,JP_FUTEHODO-MARUGOTHIC SDF Green Outline Shadow,HVD Fonts  MikadoBlack SDF Green Outline Shadow,HVD Fonts  MikadoBlack SDF Green Outline Shadow,HVD Fonts  MikadoBlack SDF Green Outline Shadow,HVD Fonts  MikadoBlack SDF Green Outline Shadow,movavi-grotesque Green Outline Shadow,HVD Fonts  MikadoBlack SDF Green Outline Shadow,NOTOSANSTHAI-EXTRABOLD SDF Green Outline Shadow,HVD Fonts  MikadoBlack SDF Green Outline Shadow,AligarhArabicFREEPERSONALUSE-Black SDF Green Outline Shadow,BakbakOne-Regular SDF Green Outline Shadow,NOTOSANSTHAI-EXTRABOLD SDF Green Outline Shadow
Grill,Text,,Grill,그릴,グリル,Grill,Parrilla,Grelha,Vỉ nướng,Гриль,Alat panggang,เตาย่าง,Gril,شواية,ग्रिल,Izgara
Grill Camp,Text,,Grill Camp,그릴 캠프,グリルキャンプ,Grillcamp,Campamento de Parrilla,Acampamento de Churrasco,Trại Nướng,Гриль-лагерь,Perkemahan Panggang,แคมป์ปิ้งย่าง,Camp de Grillade,مخيم الشواء,ग्रिल कैंप,Izgara Kampı
Grill Collection,Text,,Grill Collection,그릴 컬렉션,グリルコレクション,Grillkollektion,Colección de parrilla,Coleção de grelha,Bộ sưu tập nướng,Коллекция гриля,Koleksi panggangan,คอลเลกชันเตาย่าง,Collection de grillades,مجموعة مشاوي,ग्रिल संग्रह,Izgara Koleksiyonu
Grill Master,Text,,Grill Master,그릴 마스터,グリルマスター,Grillmeister,Maestro de la Parrilla,Mestre da Churrasqueira,Bậc Thầy Nướng,Мастер гриля,Ahli Panggang,ปรมาจารย์ย่าง,Maître du Grill,سيد الشواء,ग्रिल मास्टर,Izgara Ustası
Grill Pass,Text,,Grill Pass,그릴 패스,グリルパス,Grill-Pass,Pase de Parrilla,Passe do Churrasco,Grill Pass,Гриль-пропуск,Pass Panggang,พาสปิ้งย่าง,Passe du Grill,بطاقة الشواء,ग्रिल पास,Izgara Kartı
Grill Pass has started! Collect Key to get special reward!,Text,,Grill Pass has started! Collect <color=yellow>Key</color> to get special reward!,그릴 패스가 시작되었습니다! 특별 보상을 받으려면 <color=yellow>열쇠</color>를 모으세요!,グリルパスが始まりました！特別な報酬を得るために<color=yellow>キー</color>を集めましょう！,"Der Grill-Pass hat begonnen! Sammle <color=yellow>Schlüssel</color>, um eine besondere Belohnung zu erhalten!",¡El Pase Grill ha comenzado! ¡Recoge <color=yellow>llaves</color> para obtener una recompensa especial!,O Passe Grill começou! Colete <color=yellow>chaves</color> para ganhar uma recompensa especial!,Grill Pass đã bắt đầu! Hãy thu thập <color=yellow>chìa khóa</color> để nhận phần thưởng đặc biệt!,"Гриль-Пасс начался! Соберите <color=yellow>ключи</color>, чтобы получить особую награду!",Grill Pass telah dimulai! Kumpulkan <color=yellow>kunci</color> untuk mendapatkan hadiah spesial!,กิจกรรม Grill Pass เริ่มแล้ว! เก็บ<color=yellow>กุญแจ</color>เพื่อรับรางวัลพิเศษ!,Le Grill Pass a commencé ! Collecte des <color=yellow>clés</color> pour obtenir une récompense spéciale !,لقد بدأ Grill Pass! اجمع <color=yellow>المفاتيح</color> لتحصل على مكافأة خاصة!,ग्रिल पास शुरू हो गया है! विशेष इनाम पाने के लिए <color=yellow>चाबियाँ</color> इकट्ठा करें!,Grill Pass has started! Collect <color=yellow>Key</color> to get special reward!
Grill Pass has started! Collect Key to get special rewards!,Text,,Grill Pass has started! Collect Key to get special rewards!,그릴 패스가 시작되었습니다! 특별 보상을 받으려면 열쇠를 모으세요!,グリルパスが開幕！ 特別報酬を手に入れるためにキーを集めよう！,"Der Grill-Pass hat begonnen! Sammle Schlüssel, um besondere Belohnungen zu erhalten!",¡El Pase de Parrilla ha comenzado! ¡Reúne llaves para obtener recompensas especiales!,O Passe do Churrasco começou! Colete chaves para obter recompensas especiais!,Grill Pass đã bắt đầu! Thu thập chìa khóa để nhận phần thưởng đặc biệt!,"Гриль-пропуск стартовал! Собирай ключи, чтобы получить особые награды!",Pass Panggang telah dimulai! Kumpulkan kunci untuk mendapatkan hadiah spesial!,พาสปิ้งย่างเริ่มแล้ว! เก็บกุญแจเพื่อรับรางวัลพิเศษ!,Le Passe du Grill a commencé ! Collecte des clés pour obtenir des récompenses spéciales !,لقد بدأت بطاقة الشواء! اجمع المفاتيح للحصول على مكافآت خاصة!,ग्रिल पास शुरू हो गया है! विशेष इनाम पाने के लिए चाबी इकट्ठा करें!,Izgara Kartı başladı! Özel ödüller kazanmak için Anahtar topla!
Group,Text,,Group,그룹,グループ,Gruppe,Grupo,Grupo,Nhóm,Группа,Grup,กลุ่ม,Groupe,مجموعة,समूह,Grup
Group 3 identical food instantly,Text,,Group 1 identical food instantly,동일한 음식 1개를 즉시 그룹으로 만들기,同じ食べ物を1つすぐにまとめる,Drei gleiche Lebensmittel sofort gruppieren,Agrupar 1 alimentos idénticos al instante,Agrupar 1 alimentos idênticos instantaneamente,Ghép ngay 1 nhóm đồ ăn giống nhau,Мгновенно сгруппируйте 1 одинаковый продукт,Kelompokkan 1 makanan identik seketika,จัดกลุ่มอาหารที่เหมือนกัน 1 ชิ้นทันที,Grouper instantanément 1 aliment identique,اجمع طعامًا واحدًا مطابقًا فورًا,1 समान भोजन को तुरंत समूहित करें,Aynı yiyecekten 1 grubu anında birleştir
HVD Fonts MikadoBlack SDF,TextMeshPFont,,HVD Fonts MikadoBlack SDF,HVD Fonts MikadoBlack SDF,HVD Fonts MikadoBlack SDF,HVD Fonts MikadoBlack SDF,HVD Fonts MikadoBlack SDF,HVD Fonts MikadoBlack SDF,Phông chữ HVD MikadoBlack SDF,HVD Fonts MikadoBlack SDF,HVD Fonts MikadoBlack SDF,HVD Fonts MikadoBlack SDF,HVD Fonts MikadoBlack SDF,HVD Fonts MikadoBlack SDF,HVD Fonts MikadoBlack SDF,HVD Fonts MikadoBlack SDF
Hamburger,Text,,Hamburger,햄버거,ハンバーガー,Hamburger,Hamburguesa,Hambúrguer,Bánh hamburger,Гамбургер,Hamburger,แฮมเบอร์เกอร์,Hamburger,هامبرغر,हैमबर्गर,Hamburger
Hard,Text,,Hard,어려움,ハード,Schwer,Difícil,Difícil,Khó,Сложно,Sulit,ยาก,Difficile,صعب,कठिन,Zor
Hard Times,Text,,Hard Times,힘든 시절,苦しい時代,Harte Zeiten,Tiempos difíciles,Tempos Difíceis,Thời Khắc Khó Khăn,Трудные времена,Masa Sulit,ช่วงเวลาแห่งความยากลำบาก,Temps difficiles,الأوقات الصعبة,कठिन समय,Zor Zamanlar
Harvest Pass,Text,,Harvest Pass,수확 패스,ハーベストパス,Erntepass,Pase de Cosecha,Passe da Colheita,Harvest Pass,Проп урожая,Tiket Panen,พาสฤดูเก็บเกี่ยว,Pass de Récolte,تذكرة الحصاد,हार्वेस्ट पास,Hasat Bileti
Harvest Pass has started! Collect Hat to get special rewards!,Text,,Harvest Pass has started! Collect <color={[color]}>Hat</color> to get special rewards!,수확 패스가 시작되었습니다! <color={[color]}>모자</color>를 모아 특별한 보상을 받으세요!,ハーベストパスが始まりました！<color={[color]}>帽子</color>を集めて特別な報酬を手に入れよう！,"Der Erntepass hat begonnen! Sammle <color={[color]}>Hüte</color>, um spezielle Belohnungen zu erhalten!",¡El Pase de Cosecha ha comenzado! ¡Recolecta <color={[color]}>Sombreros</color> para conseguir recompensas especiales!,O Passe da Colheita começou! Colete <color={[color]}>Chapéus</color> para ganhar recompensas especiais!,Harvest Pass đã bắt đầu! Thu thập <color={[color]}>Mũ</color> để nhận phần thưởng đặc biệt!,"Проп урожая начался! Собери <color={[color]}>шляпы</color>, чтобы получить особые награды!",Harvest Pass telah dimulai! Kumpulkan <color={[color]}>Topi</color> untuk mendapatkan hadiah spesial!,พาสฤดูเก็บเกี่ยวเริ่มแล้ว! สะสม<color={[color]}>หมวก</color>เพื่อรับรางวัลพิเศษ!,Le Pass de Récolte a commencé ! Récupère des <color={[color]}>chapeaux</color> pour obtenir des récompenses spéciales !,لقد بدأ تذكرة الحصاد! اجمع <color={[color]}>القبعات</color> لتحصل على مكافآت خاصة!,हार्वेस्ट पास शुरू हो गया है! विशेष इनाम पाने के लिए <color={[color]}>टोपी</color> इकट्ठा करें!,Hasat Bileti başladı! Özel ödüller almak için <color={[color]}>Şapkaları</color> topla!
Having Fun?,Text,,Having Fun?,재밌게 즐기고 있나요?,楽しんでいますか？,Viel Spaß?,¿Te estás divirtiendo?,Está se divertindo?,Bạn thấy vui chứ?,Весело?,Seru?,สนุกไหม?,On s’amuse ?,مستمتع؟,मज़ा आ रहा है?,Eğleniyor musun?
